rfq_id,segment,region,customer_tier,urgency,competitor_count,discount,quoted_price,cost,won
90270772-1988-4dab-a41c-8570bc493f25,Healthcare,APAC,Strategic,Medium,1,16.6,81530,78601,1
166c43fb-5b11-4b45-9e0a-8d4a3c960031,Retail,APAC,Strategic,Medium,5,7.3,79055,65881,0
3b3e5993-c7ef-4c5c-be2b-b48313a28c9e,Healthcare,US,Strategic,High,5,7.6,84970,76734,1
b6d9a003-e86e-4bfd-ae0b-f38d85a8fe8f,Manufacturing,EU,Standard,Low,2,14.7,82743,74345,1
154dd681-58f6-49c7-a6f1-dea455c7d27f,Retail,EU,Strategic,Medium,3,11.8,79015,72008,1
c6eaa14f-0058-4d8a-bf3e-dc8ab74593e7,Healthcare,APAC,Standard,Medium,1,8.1,92900,81611,1
af042de8-6e97-430e-b4d8-c89d0d767f0a,Manufacturing,APAC,Strategic,Low,5,8.1,87366,71709,1
63ac6fd5-19e3-448d-8553-b55ec9e7aece,Healthcare,ME,Standard,Medium,3,15.1,82378,76126,0
8efb3075-b480-463c-96ae-316d3ce77d11,Healthcare,APAC,Standard,High,1,9.2,86648,75777,1
324d5ba7-6eac-4719-a384-547ec816898a,Healthcare,APAC,Strategic,Low,5,8.9,86455,81053,1
eee9e1d8-6dbc-4499-b491-293db92c52cc,Retail,US,Standard,Medium,4,14.3,75843,73315,0
da510948-988e-4718-ab7b-f9297f0339e2,Manufacturing,APAC,Standard,Low,3,6.7,88956,76833,0
d9592c00-d630-4636-a3b7-d4d72cb5a94c,Healthcare,EU,Strategic,High,2,7.7,79113,75966,1
43f73ed1-c9d2-48f8-9c78-fb7df8234533,Healthcare,ME,Standard,Medium,1,15.3,80652,77918,0
a95075eb-4d21-42ae-8af5-93a17dd74e12,Manufacturing,EU,Standard,Medium,5,8.6,83873,68507,0
13ce4ce3-8632-444d-8442-9429b8fb20a1,Healthcare,APAC,Standard,High,5,7.8,78434,74375,1
f14b6484-b36e-445d-bbdb-76841ab6334b,Manufacturing,US,Standard,Medium,5,6.6,92449,68812,0
cbfbed2a-594a-4e3f-be6d-79968b7ebe77,Retail,ME,Strategic,Medium,1,13.5,75430,70448,1
5c2337f5-c9a3-4b7b-9182-8d91e46b1344,Technology,US,Standard,Medium,2,6.8,91406,78392,1
edf52856-2e46-4adc-b437-de1b6ee6727a,Retail,ME,Strategic,Medium,5,13.0,80747,70962,0
cca593a6-69e9-461b-9a10-5bccd696ac8a,Healthcare,ME,Strategic,Medium,1,9.5,84232,76803,1
33260b5d-bb1d-4039-89a5-0d8a2472c715,Healthcare,ME,Strategic,Low,1,10.9,85157,72136,1
c64dafa6-3a58-4fd9-aa85-a4db644d73ee,Retail,ME,Standard,High,3,10.9,73631,67026,0
a4a01b65-5be4-4446-af12-34515fde9aad,Healthcare,US,Strategic,Medium,2,11.3,81938,75581,1
fa8c74ce-7880-4331-80f3-661ff9ccac7b,Technology,ME,Standard,Medium,3,10.5,97047,79836,1
ac973402-6b65-4e78-90e0-21a8698f92f5,Retail,APAC,Strategic,Low,2,5.3,74973,70109,1
a20cc80a-67d3-4295-83e5-5b2512209770,Technology,APAC,Standard,Medium,3,12.9,90595,82925,0
a81618c0-eb17-4eb9-b9ca-8bdc663419a6,Healthcare,US,Strategic,Low,5,11.5,80714,75474,1
43e9f964-97d2-4608-82b7-0d219290e4fb,Technology,APAC,Standard,Medium,4,2.0,106745,77509,0
b43d164f-0365-4993-90aa-6bd79d26d966,Healthcare,US,Strategic,Low,3,4.9,87080,80217,1
b1c97ce0-e096-44fb-9e3d-3a22488bed43,Technology,EU,Standard,Low,2,8.0,95037,82849,0
bbc973da-8c61-47a6-9d60-6c8cae92cd73,Retail,US,Strategic,Medium,1,10.7,77281,65560,1
fa5d29a1-99d6-465a-b3aa-7445a50a6c50,Technology,APAC,Standard,High,2,10.3,95274,75985,0
e959cfca-3eb7-4980-94a1-d4a594599cea,Manufacturing,APAC,Standard,Low,2,6.5,89559,71764,1
496ac9df-508e-476e-8347-5ad9501a6708,Healthcare,APAC,Strategic,Medium,1,12.3,91289,80905,1
c18c9c00-bc58-4162-bd90-5b74ad66cb3a,Healthcare,EU,Strategic,Medium,2,15.9,88734,77577,0
5159b891-ae85-4c49-8d6c-bf70102d4f7c,Technology,EU,Strategic,Medium,5,5.5,94317,85403,1
d01661d5-b1c2-473b-ac1e-cdbbb5925601,Manufacturing,EU,Standard,Low,1,2.0,98212,69162,0
10c6cc49-bd0a-4923-b1f9-e8a2dc31b1c5,Manufacturing,EU,Strategic,Low,3,9.7,85239,76198,1
f3e4f70b-4ad6-48d8-8f74-c2c4ae2f835c,Healthcare,US,Strategic,High,4,3.5,90086,76254,1
f9bd23d4-87d3-4570-9ce1-9cba2bf30f8b,Healthcare,EU,Strategic,Medium,3,6.4,86511,77938,0
c6a5469a-8df3-466e-85bc-40f9ff9fbada,Manufacturing,US,Strategic,Medium,4,14.4,81055,70819,1
a1be6a6e-6f19-4915-a0d9-e982b83511bc,Manufacturing,APAC,Standard,High,4,19.7,72083,72280,0
a62af513-2576-4ee6-885b-7baf7f55f1d1,Technology,EU,Strategic,High,3,8.0,87960,83950,1
77e7cc4e-454a-4d4d-b07a-22feb7b73f0e,Manufacturing,EU,Standard,High,1,8.3,91973,74888,0
810382cf-054b-4994-ba2e-63bdbc8998f9,Healthcare,EU,Standard,Medium,1,9.0,94700,74322,1
f25a3b33-ebda-41c2-bec1-61797c6817cc,Retail,EU,Standard,Medium,2,10.4,82709,66053,1
f39d1064-5186-412d-b830-5ae2f4b6a4e1,Retail,APAC,Standard,Low,1,8.0,86082,71162,1
f7e7dd1a-172a-4584-896a-afbc671581d2,Manufacturing,ME,Strategic,Medium,4,6.4,85632,72741,1
ab549f5c-50d7-4594-87ec-9d5c05e2f193,Healthcare,APAC,Standard,High,3,11.7,93737,78411,1
723ee848-16ab-4f5e-b959-9049ffec4517,Manufacturing,US,Standard,Medium,2,5.0,91492,77399,0
0a9e3bb6-e06e-4be8-b50b-3c910fe19464,Healthcare,ME,Strategic,High,4,7.6,91654,73022,1
dd85977d-a620-4fe6-a800-baa61f5329d6,Retail,ME,Standard,Medium,3,8.0,80349,70121,1
34ffca20-ac63-4f02-9741-dedd684e97e7,Technology,ME,Strategic,Medium,4,9.1,94525,81242,1
cfaa0719-4021-47a4-a80d-a257a9e5d330,Retail,APAC,Standard,Low,1,6.7,89069,69285,1
27f0fbed-bf5d-4817-8332-3709eb548a18,Retail,APAC,Standard,Low,5,9.9,84532,69436,1
3f42d141-dd02-4b4a-a694-fb7e03e77d49,Technology,ME,Strategic,Medium,3,10.7,89493,77804,1
c2f66772-3108-4321-a585-cdfb469f0a77,Healthcare,ME,Standard,Medium,2,10.9,97156,74940,1
18b2827a-f7bb-48b2-aab6-30ed290af58a,Retail,APAC,Strategic,Medium,3,20.0,71999,68159,1
02537285-190d-4af8-ae87-28f73819fce0,Retail,APAC,Strategic,High,5,3.5,82245,68471,0
5b11c4f4-d730-4e71-baa8-86784d3f299e,Healthcare,APAC,Standard,High,4,4.4,91659,74381,1
88ef00cc-a3a6-483d-9bdc-015381396240,Technology,EU,Standard,Medium,5,3.2,97036,77081,1
6e75535c-387d-451a-a430-78e955d26bce,Healthcare,APAC,Strategic,High,5,7.1,81106,76214,1
6fe65643-5b62-453e-8db9-19a06da936dd,Retail,APAC,Strategic,Medium,1,10.8,76658,68725,0
bb342217-733e-4f41-89e3-88275798c43a,Technology,APAC,Standard,High,1,11.6,97698,80690,1
df389596-24f6-4933-ac8f-d91312b42848,Healthcare,APAC,Strategic,Medium,4,11.2,87913,73322,1
69f1d1d6-9d69-424c-bd92-6adf65112d4c,Manufacturing,US,Standard,Low,5,12.2,83121,74588,1
9501f1a2-89d8-4710-a75c-76da8b211247,Healthcare,APAC,Standard,High,2,6.0,93521,78005,1
f11e3e78-b546-4868-b222-2547996e9864,Manufacturing,EU,Strategic,Low,3,13.2,81314,70151,1
11dcd5e3-2b5d-4356-b7a2-763c7f66a31f,Retail,US,Standard,High,3,6.2,92662,67474,0
4a4edd73-ced2-43ff-80cc-fec9f31ccdb8,Healthcare,EU,Strategic,Medium,3,10.7,87295,80415,1
894d5208-82fa-4431-95ea-89aa93979016,Healthcare,ME,Standard,Medium,5,3.8,94305,78884,1
f8f225db-6680-43b3-a065-71d9a169f67b,Manufacturing,EU,Standard,Medium,4,12.1,84383,76070,1
1b9aed6f-cd02-4d1f-8af5-e287ab781109,Technology,US,Standard,Medium,1,13.3,93086,82517,1
a0e52300-13fa-47bf-ab18-7b81679f943d,Manufacturing,ME,Standard,Low,2,3.4,84505,73988,0
88e60655-cd36-493a-ab8f-7a0f94503cee,Retail,ME,Strategic,Low,3,14.5,75032,73298,0
c7049809-af3b-4fb7-9eb4-180b12985294,Healthcare,EU,Standard,Medium,4,13.5,86798,76810,1
1017f2e2-c4dd-4d19-ad15-eab8b7ab9f22,Retail,US,Standard,High,4,14.1,69398,71916,1
09367efe-ea63-482f-8f45-e6cfd713f4c8,Retail,APAC,Standard,Low,5,13.6,77300,69560,1
a03010af-90d4-4ddc-a053-7e2b98808c4e,Healthcare,US,Standard,High,2,11.1,77200,72916,0
70d86785-2f4e-4530-9d33-1351855c64f2,Manufacturing,EU,Standard,Medium,5,8.8,78262,77783,1
33f747bc-1369-4cf3-9fc0-6e42b2e2fa9a,Technology,APAC,Standard,High,3,13.3,89193,81779,0
e97f0f0e-3cf4-4902-8cf7-7b75a53c09c1,Manufacturing,ME,Standard,Low,3,7.4,86969,70077,1
201de148-ea40-44a6-a048-8516e163bb54,Manufacturing,ME,Strategic,High,1,12.5,86877,73323,1
8211f84b-c02a-46d3-8031-904f69b1dc80,Healthcare,US,Standard,Medium,5,3.2,108248,74238,0
7cd69eea-28f5-43fc-8e2a-20433b79560d,Manufacturing,APAC,Standard,Medium,4,9.7,84957,72928,1
38e05347-5ac8-444e-93dd-905b83f86140,Technology,APAC,Strategic,Medium,2,10.9,93868,81192,1
218dba46-3f52-4fb8-ba8c-52202bab8783,Technology,EU,Standard,High,1,12.4,94206,84825,1
c656d5d4-c73b-4c11-aefd-d547e98d760f,Manufacturing,US,Standard,High,5,12.0,80387,76768,1
1fe99e07-6553-49ef-9a90-abe636ad37b2,Manufacturing,APAC,Strategic,High,5,10.8,79124,73220,0
38a14c86-5809-49e7-9be3-bf2603bfa1c5,Technology,ME,Standard,Low,2,13.0,91556,80138,1
4b29bcce-9e1e-450c-9233-d000d97719b6,Healthcare,ME,Standard,Low,4,14.3,82932,72678,1
647163b5-cba5-4ef7-b9e9-6df38bbf7e4a,Manufacturing,US,Strategic,High,5,7.2,86625,72636,1
92acff1e-08c0-4ac5-b471-a0984e9b18f3,Healthcare,APAC,Standard,Medium,3,12.7,87077,74525,1
604cb559-dd3b-4589-ac42-cb5393a841a3,Technology,EU,Standard,Medium,3,10.4,97105,78469,1
8dd23af3-039a-44a1-baf0-2b91fbcf84c6,Retail,US,Standard,Medium,3,14.7,73242,67607,0
b8a06576-2ea2-44eb-bc45-063ca7dbd370,Technology,US,Standard,Medium,3,12.6,93049,85766,0
6c667a32-9e2f-496a-9216-e05f3c34a9d1,Retail,APAC,Standard,High,3,12.1,75789,71971,1
59838c38-17cb-44ab-a4bf-5ada8531018c,Healthcare,EU,Strategic,Low,5,16.0,79638,74689,1
8689c557-cc94-4558-8b33-dc9f1ce17b06,Technology,ME,Strategic,Medium,3,11.5,91355,82897,1
6b818d7f-cf60-4039-95a0-25407cebc0fa,Healthcare,US,Standard,Low,4,7.7,93089,79024,1
29438bd2-a9a3-498e-8f4d-a1c74768aa9e,Manufacturing,ME,Strategic,Medium,1,4.5,82309,76232,1
dc5f7e9b-ab21-47d9-a8f6-feade0649b73,Technology,ME,Standard,Low,3,12.2,102541,75931,0
12ce9c42-df19-4f6e-944e-6f6cf7781a66,Manufacturing,US,Standard,Medium,3,12.6,91229,73001,1
dbce03e5-dcdd-4ef2-a352-2259b97f8df1,Retail,ME,Strategic,Medium,2,11.9,73675,65343,0
3929230a-aa3f-4785-b6d8-8287e4eecdaf,Manufacturing,APAC,Standard,Medium,5,9.9,94760,75902,1
c0fd6b61-c656-4f3a-bf46-3877385197dc,Technology,US,Standard,Medium,2,11.7,90757,79834,1
66939b6a-b4d0-4b56-8145-4ea7b3d9d339,Retail,US,Strategic,High,2,2.5,77995,71484,0
432477bb-feec-4cdb-9dec-cdb3def4041e,Technology,US,Standard,High,2,18.0,79801,86017,1
c8a64860-c884-4883-a727-6ece1246173e,Manufacturing,US,Standard,Medium,2,11.3,83041,75200,0
bc853360-dc71-4a44-8a6c-ffa14d9e14f0,Retail,EU,Standard,Medium,2,9.8,75802,65657,1
f8041817-8bbb-4544-a947-1c497d847768,Retail,ME,Strategic,Medium,4,9.8,79780,65977,1
e79fe5ef-64f9-4ab6-9c17-85ba5240198b,Manufacturing,ME,Standard,Medium,3,4.9,87022,77411,0
643c737c-b0c2-4ba4-b6e8-5c084fbdc467,Retail,ME,Standard,Medium,1,11.5,84869,72397,1
8bb70a98-9adb-43b7-ab20-7c69e6cd6c86,Manufacturing,EU,Strategic,Medium,4,11.5,75702,68891,1
be801b2c-f270-4fb6-995d-98fd14b89acc,Retail,ME,Strategic,Medium,4,13.7,75885,66135,1
8828567b-8452-475c-b26d-853bed58e2cf,Technology,EU,Strategic,Low,5,2.0,101081,77107,0
f92bc374-d846-4da0-b0ed-e8a97101cd79,Healthcare,ME,Standard,Low,5,13.2,83119,81633,1
1dbcef89-97d1-4795-b003-6a5091352ead,Manufacturing,ME,Standard,High,1,10.8,83022,68688,1
ccfa26f0-d4fc-4693-87ef-90bb696df584,Retail,APAC,Standard,Medium,5,6.0,82703,69994,1
587260e5-4a61-483a-8112-d7c37c1b678a,Healthcare,US,Standard,Low,1,13.7,93383,73091,0
3c197d9f-da7a-420f-b497-d9be9febb226,Retail,EU,Standard,High,3,4.1,79937,72620,1
2538827e-b8da-42c7-a535-1c8bf8937589,Manufacturing,APAC,Standard,Medium,5,14.7,78484,72662,1
1443c19d-c997-48f7-b7a8-1c66dee626b5,Manufacturing,APAC,Standard,Medium,2,20.0,76125,75613,1
a368afd5-de54-413e-a728-19a4e2b392dc,Retail,US,Standard,High,4,10.7,76987,73399,0
bc559fbf-f1e7-4b79-a653-a23ddf8d6eb7,Retail,US,Standard,Medium,2,11.8,88648,66296,1
4863a601-09fd-4567-9e3d-8fad0afe0608,Technology,US,Strategic,High,2,10.8,82906,78462,1
e9089de8-b548-4432-9873-030258a93ebd,Retail,US,Strategic,Medium,1,15.6,72656,69905,1
00bdd09d-ed5c-4572-ba55-ca38a1a39b70,Retail,ME,Standard,High,4,10.3,80304,66852,1
7fd39fcb-02d9-42ae-a2d9-60beb40b69dd,Healthcare,EU,Standard,Medium,2,14.3,81807,74556,1
e44e125f-b3e4-47fd-b12e-f6d90e68e50a,Retail,US,Strategic,Medium,5,13.6,77042,66312,1
5d6f7340-81f7-4d9b-8f48-aff5ce561db9,Healthcare,EU,Strategic,Medium,4,4.7,94936,74061,0
c9da9c16-72f5-41b8-9f1e-732d76844e08,Technology,APAC,Standard,Medium,2,10.7,98392,80096,0
de19d3c6-61f5-4260-956e-1f9f4b767da3,Technology,EU,Strategic,High,2,7.0,94873,85108,1
23597002-f99f-4ae5-a874-8f0e3616ca1d,Healthcare,APAC,Standard,Medium,5,16.9,84109,77190,0
8dca68d1-79ea-464f-b567-f7a02e0be0b8,Manufacturing,APAC,Standard,Medium,3,9.4,83770,70208,0
93cf3e38-3b5c-46d5-9878-981d922647d1,Manufacturing,US,Standard,Medium,1,7.5,81052,70019,1
f8ccc4b5-e321-41fc-a4c0-682640a4baba,Technology,ME,Standard,High,3,7.9,87237,85335,0
a8895295-d0a7-4723-9cf2-be8940107a7d,Healthcare,US,Standard,Low,1,13.1,83131,78084,1
c6fbb1f6-305c-4ccc-932f-d212b5dc1b0e,Technology,ME,Strategic,Medium,1,10.3,93567,76520,1
f7d2c1f6-2250-467a-a833-f748a0695a64,Technology,EU,Standard,High,3,3.6,88398,81633,1
3f687960-8373-4556-8411-3c3d55e859a5,Healthcare,EU,Standard,Medium,2,12.3,90356,80680,1
9cd3f04e-9d98-402b-87dd-d75e2f4931bb,Manufacturing,APAC,Standard,Medium,4,9.1,86930,73843,1
f7b81c65-061c-4703-82f3-1a90f5d91148,Healthcare,US,Standard,Low,5,6.8,96733,75175,1
01287879-dd7c-4941-85c4-1359e66c6e8e,Healthcare,US,Standard,Low,4,2.0,85524,75118,0
b90985c5-6874-4653-8bf0-f7771c1f7b3b,Manufacturing,US,Strategic,Medium,4,14.6,70055,71865,1
3fe34795-a73b-4595-a6fd-6564d67c3200,Manufacturing,ME,Standard,Medium,3,7.6,84407,70021,1
dad1b88f-a425-4e1c-998b-82d2ebe8fc26,Healthcare,US,Standard,Medium,5,13.8,79801,78152,0
777fddb3-635c-4e73-9a2a-34ed08d8d440,Technology,APAC,Standard,Low,3,13.7,94888,79948,1
43de4122-022d-4eba-9291-6ab16eb52cd4,Manufacturing,APAC,Standard,Medium,5,10.4,80327,75622,0
856de85d-c1d5-48be-99cb-2a1234f0e89e,Retail,ME,Standard,Low,2,9.9,81121,65944,1
31bd46e5-f388-48c1-8d54-03e84520b7e2,Retail,ME,Standard,High,2,7.3,85113,71865,1
905c83fc-2812-44b7-b6b4-32d8c269e2d6,Manufacturing,EU,Strategic,High,5,17.3,64261,76238,1
b46b1f71-0908-45ee-b886-9054060ba3a2,Healthcare,APAC,Standard,Medium,5,10.4,97364,73501,0
d6d75175-bd8b-44f3-9a35-8619974e2062,Retail,ME,Strategic,Low,1,10.4,75828,73408,1
e3e20aa6-b9b0-416c-b430-1fef31a45a64,Retail,US,Standard,Medium,4,15.0,68092,67993,1
8f7ff574-e158-4709-b3fd-572b516b6c72,Healthcare,APAC,Standard,Medium,1,9.4,89117,75819,1
accf44a7-9cc0-47d5-8330-72e56e19ecfa,Manufacturing,ME,Standard,Medium,2,9.7,81201,71461,0
c1c76eb9-386b-4876-aa76-eb5c84e4ab9d,Technology,US,Standard,Low,2,5.9,95476,79151,0
1ad5b74a-ab9e-4803-89d4-0baee6893d05,Healthcare,EU,Standard,Medium,5,8.7,91271,78759,1
d5b0df36-4acb-44ca-ad90-9d0ab84757f9,Retail,EU,Standard,Medium,4,8.6,86925,65284,0
985e58cd-946d-4a13-b7a0-db8ec33a391f,Technology,ME,Standard,Low,5,7.9,101546,83222,0
5a94dc8c-dae7-49e6-9620-7f400c1e9a2b,Retail,ME,Standard,Medium,3,10.1,81581,66164,0
feb73e76-935b-4d00-80d9-18ddd92b45b7,Healthcare,APAC,Strategic,Medium,1,8.6,90442,79417,1
da81d0d5-6996-4e1a-99b0-30f220a44df2,Healthcare,EU,Standard,High,3,9.2,93335,73880,1
82786b74-c2a9-43a2-9a05-4a31311f3744,Manufacturing,EU,Standard,Low,1,13.3,87355,68504,1
0b687b6d-fb6f-4596-b961-c912f8a44ac1,Manufacturing,US,Standard,Low,5,13.1,81319,74511,1
0a6eb319-67b5-4b17-979c-544dc94809bb,Manufacturing,ME,Strategic,Low,2,14.7,77106,74286,1
746ad368-7ebf-4de6-ae83-37e48e2fe805,Manufacturing,APAC,Strategic,Medium,4,6.7,92070,73726,0
be5ed5f1-e09d-405f-841b-b7ffc934e8aa,Retail,US,Standard,Medium,3,14.5,74483,65326,1
b32e010e-66fb-454e-8d0b-713e9ffe5330,Technology,ME,Strategic,Medium,1,12.7,90081,76530,1
e1823417-13ac-4ff9-9385-f4fc61b7b22f,Retail,ME,Standard,Medium,1,4.7,85711,70537,0
a45de320-c0db-45d6-989c-b70cd3fb8084,Healthcare,ME,Standard,High,3,13.5,84493,72261,1
e81bfed7-4e25-4708-950c-46fdb4bd7253,Healthcare,APAC,Strategic,Medium,3,4.4,78899,75769,1
257067b6-7479-4729-8c47-d1e8da251b73,Manufacturing,US,Strategic,High,3,9.6,83581,72550,1
be6d0f31-ba04-4cac-9a3b-0b5f4cc273c6,Technology,US,Strategic,High,1,6.1,87719,85644,1
708ab14c-4e5f-4e0b-b090-a30b7508f207,Technology,US,Standard,Medium,5,9.1,96258,78415,0
076f1776-c1e2-421b-90a2-a84adcb51c3c,Manufacturing,EU,Standard,Medium,2,12.9,81536,72305,0
efa6f508-f233-4a18-a415-92012150b0d0,Manufacturing,EU,Standard,Medium,1,12.1,80040,73097,1
cab3b696-12e1-432d-85ff-bf59ea3f9f03,Retail,ME,Standard,High,5,8.3,77891,65826,1
ccaf558f-5c4d-4db3-929b-b11c9a1b50b7,Healthcare,US,Strategic,High,2,8.2,86505,77425,1
d14d504e-fba9-4ce5-a1a4-6e557bf77b76,Manufacturing,EU,Standard,Medium,5,11.7,87630,77384,0
da002203-174b-4cd8-aa41-efd0159205bc,Manufacturing,US,Strategic,Medium,4,6.0,76616,71781,0
a5050e75-902e-4676-965b-fbdb7b369184,Manufacturing,APAC,Standard,High,5,8.0,81850,74666,0
5e67dc36-a61a-4003-a4bf-9b2a65280233,Healthcare,APAC,Standard,Low,3,12.6,88388,81092,1
c38cf117-092e-4662-84e3-4d3fab2f8743,Technology,APAC,Standard,Medium,3,7.9,94237,80231,0
b7a8401d-e311-44d9-8884-b2b4999c0a42,Healthcare,ME,Standard,Medium,2,7.1,97482,73579,1
11565813-1878-44b0-b0e8-f01753277669,Retail,ME,Standard,Medium,1,9.6,80028,70183,1
001b0738-bf5a-4243-959d-fafc824a87c4,Manufacturing,EU,Standard,High,1,12.3,82949,76034,1
450d5850-3222-453e-ac2e-c2ace30c6063,Retail,ME,Standard,Medium,4,11.6,76522,73773,1
3c528372-0052-4531-a995-a27670675c18,Retail,ME,Standard,Medium,2,12.2,80081,65796,1
33874f25-b494-4e65-8bd4-24556c19561e,Technology,EU,Standard,High,2,7.6,101824,78165,1
03760364-a624-4922-ada3-b8fd61b4c1bb,Retail,ME,Standard,Medium,1,11.7,81087,72373,1
c8e54722-3b6d-424c-9e8c-6d48e60150cf,Technology,ME,Standard,Medium,4,11.9,87871,82757,0
90667b12-a547-4245-8615-521b9910be6f,Retail,EU,Standard,Low,1,7.6,86980,67535,0
4dfeaf8b-8a15-4adb-abc5-7b31b559dad4,Retail,ME,Standard,Medium,2,8.5,77676,70656,1
606813be-e366-48c3-9c65-a80ab8d8b196,Manufacturing,APAC,Standard,High,3,7.7,84126,72414,0
f678a1cd-dfe3-4cf7-8a87-62825ea2dcf2,Retail,EU,Standard,High,1,10.2,79039,72355,1
807e0294-c440-4010-bd72-f441bbf5cbc2,Retail,APAC,Standard,Medium,5,13.8,76740,69666,1
941f4668-6921-490f-8fa1-d4a37c7dc458,Technology,US,Standard,Medium,3,12.6,98754,77976,1
08f6d29d-2986-4970-8308-d94965e99c36,Technology,APAC,Standard,Medium,1,13.2,83751,78595,0
2afdc6c2-356e-4c38-b975-b55bdcb0babc,Healthcare,APAC,Standard,Medium,5,11.1,91794,77989,1
9d00624d-8154-456f-a62a-2ab1f22bbd37,Technology,EU,Standard,High,1,20.0,80058,79178,0
b5463981-3a28-4b72-8d91-4858cbbebd58,Manufacturing,US,Standard,Medium,4,9.0,76086,69390,1
09759f37-a89d-44d5-9d8f-d6160a4bface,Retail,ME,Standard,Medium,1,10.6,80911,64826,0
bc5ae774-9c0c-4652-8611-3e75f1c9dda8,Retail,US,Standard,Medium,5,11.8,74451,69138,0
62cc759c-a316-480e-8ee6-bad3b3d2ee0b,Manufacturing,ME,Strategic,Medium,3,7.3,83212,76417,0
c9d5c157-3a47-47cd-8ee7-21081c393e2a,Technology,EU,Standard,Low,1,10.9,91886,79768,1
9f4a4528-d02b-4c48-8767-c76121e719e0,Healthcare,APAC,Standard,High,3,6.8,97079,76505,0
1229169b-1364-4ec5-a678-68c503bcc8eb,Healthcare,ME,Strategic,Medium,1,10.6,83204,80237,1
ae38b106-6be9-4d08-97f1-4927611e9782,Retail,US,Standard,Low,4,11.4,80526,69746,1
